patois,francese,italiano,audio
paouta,boue,fango,https://www.patoisvda.org/asset/0000090242.mp3
papì,papier,carta,https://www.patoisvda.org/asset/0000056813.mp3
pappa,papa,papà,https://www.patoisvda.org/asset/0000056805.mp3
pappagràn,grand-père,nonno,https://www.patoisvda.org/asset/0000055730.mp3
Paque,Pâques,Pasqua,https://www.patoisvda.org/asset/0000056817.mp3
paquet,paquet,pacco,https://www.patoisvda.org/asset/0000056819.mp3
paquette,colis,pacco,https://www.patoisvda.org/asset/0000054719.mp3
paradì,paradis,paradiso,https://www.patoisvda.org/asset/0000056821.mp3
parapleu,parapluie,ombrello,https://www.patoisvda.org/asset/0000056823.mp3
pare,père,padre,https://www.patoisvda.org/asset/0000056941.mp3
parèn,parents,genitori,https://www.patoisvda.org/asset/0000056827.mp3
parèn,parrain,padrino,https://www.patoisvda.org/asset/0000056840.mp3
parfeun,parfum,profumo,https://www.patoisvda.org/asset/0000056831.mp3
parolla,parole,parola,https://www.patoisvda.org/asset/0000056838.mp3
parque,parc,parco,https://www.patoisvda.org/asset/0000090259.mp3
partadzà (partadzé),partagé (partager),spartito (spartire),https://www.patoisvda.org/asset/0000065856.mp3
partadzé,partager,spartire,https://www.patoisvda.org/asset/0000065854.mp3
partensa,départ,partenza,https://www.patoisvda.org/asset/0000054958.mp3
partì,partir,partire,https://www.patoisvda.org/asset/0000065857.mp3
partì (partì),parti (partir),partito (partire),https://www.patoisvda.org/asset/0000065859.mp3
partia,match,partita,https://www.patoisvda.org/asset/0000056023.mp3
partia,partie,parte,https://www.patoisvda.org/asset/0000056842.mp3
pasadzo,passage,passaggio,https://www.patoisvda.org/asset/0000056847.mp3
passà (passé),passé (passer),passato (passare),https://www.patoisvda.org/asset/0000065862.mp3
passé,passer,passare,https://www.patoisvda.org/asset/0000065860.mp3
pasteuille,pastille,pastiglia,https://www.patoisvda.org/asset/0000056851.mp3
pata,pâte,pasta,https://www.patoisvda.org/asset/0000090261.mp3
pate,pâtes,pasta,https://www.patoisvda.org/asset/0000056855.mp3
pateun,serpillière,strofinaccio,https://www.patoisvda.org/asset/0000057631.mp3
pateun,torchon,straccio,https://www.patoisvda.org/asset/0000057825.mp3
patoué,francoprovençal,francoprovenzale,https://www.patoisvda.org/asset/0000090352.mp3
patoué,dialecte,dialetto,https://www.patoisvda.org/asset/0000055039.mp3
patrasse,chiffon,straccio,https://www.patoisvda.org/asset/0000090324.mp3
patrón,patron,padrone,https://www.patoisvda.org/asset/0000090262.mp3
patse,pacte,patto,https://www.patoisvda.org/asset/0000056783.mp3
patta,patte,zampa,https://www.patoisvda.org/asset/0000056861.mp3
pavioula,papillon,farfalla,https://www.patoisvda.org/asset/0000056815.mp3
payà (payé),payé (payer),pagato (pagare),https://www.patoisvda.org/asset/0000065865.mp3
paye,paye,paga,https://www.patoisvda.org/asset/0000056863.mp3
payé,payer,pagare,https://www.patoisvda.org/asset/0000065863.mp3
pecà (pequé),mangé (manger - réf. aux animaux),mangiato (mangiare - rif. agli animali),https://www.patoisvda.org/asset/0000065775.mp3
pédre,perdre,perdere,https://www.patoisvda.org/asset/0000065881.mp3
pedzeun,poussin,pulcino,https://www.patoisvda.org/asset/0000057193.mp3
pegnà (pegné),peigné (peigner),pettinato (pettinare),https://www.patoisvda.org/asset/0000065871.mp3
pegné,peigner,pettinare,https://www.patoisvda.org/asset/0000065869.mp3
pégno,petit,piccolo,https://www.patoisvda.org/asset/0000058320.mp3
pèi,poil,pelo,https://www.patoisvda.org/asset/0000057099.mp3
pèi,cheveu,capello,https://www.patoisvda.org/asset/0000054592.mp3
pèina,peine,fatica,https://www.patoisvda.org/asset/0000056888.mp3
pèise,poids,peso,https://www.patoisvda.org/asset/0000057090.mp3
pèise,balance,bilancia,https://www.patoisvda.org/asset/0000053359.mp3
pèisón,poisson,pesce,https://www.patoisvda.org/asset/0000057118.mp3
pèivro,poivre,pepe,https://www.patoisvda.org/asset/0000057120.mp3
pèivrón,poivron,peperone,https://www.patoisvda.org/asset/0000057123.mp3
pelà (pelé),épluché (éplucher),sbucciato (sbucciare),https://www.patoisvda.org/asset/0000065673.mp3
pelé,éplucher (peler),sbucciare (pelare),https://www.patoisvda.org/asset/0000065671.mp3
penchón,retraite (pension),pensione,https://www.patoisvda.org/asset/0000057494.mp3
pensà (pensé),pensé (penser),pensato (pensare),https://www.patoisvda.org/asset/0000065877.mp3
pensé,penser,pensare,https://www.patoisvda.org/asset/0000065875.mp3
pequé,manger (réf. aux animaux),mangiare (animali),https://www.patoisvda.org/asset/0000065773.mp3
pequé,nourriture (des hommes),cibo (degli uomini),https://www.patoisvda.org/asset/0000056584.mp3
pequet,piquet,picchetto,https://www.patoisvda.org/asset/0000057001.mp3
pérafoudra,foudre,fulmine,https://www.patoisvda.org/asset/0000055626.mp3
percha,pêche,pesca,https://www.patoisvda.org/asset/0000090363.mp3
perché,pêcher,pesco,https://www.patoisvda.org/asset/0000056882.mp3
perdón,pardon,perdono,https://www.patoisvda.org/asset/0000056825.mp3
perdonnà (perdonné),pardonné (pardonner),perdonato (perdonare),https://www.patoisvda.org/asset/0000065850.mp3
perdonné,pardonner,perdonare,https://www.patoisvda.org/asset/0000065848.mp3
perdù (pédre),perdu (perdre),perso (perdere),https://www.patoisvda.org/asset/0000065883.mp3
peré,poirier,pero,https://www.patoisvda.org/asset/0000057114.mp3
pereut,poire,pera,https://www.patoisvda.org/asset/0000057111.mp3
perféchón,perfection,perfezione,https://www.patoisvda.org/asset/0000056943.mp3
permettre,permettre,permettere,https://www.patoisvda.org/asset/0000065884.mp3
permettù (permettre),permis (permettre),permesso (permettere),https://www.patoisvda.org/asset/0000065886.mp3
permì,permis,permesso,https://www.patoisvda.org/asset/0000056945.mp3
persì,persil,prezzemolo,https://www.patoisvda.org/asset/0000056950.mp3
personadzo,personnage,personaggio,https://www.patoisvda.org/asset/0000056952.mp3
personna,personne,persona,https://www.patoisvda.org/asset/0000056954.mp3
pése,paix,pace,https://www.patoisvda.org/asset/0000056791.mp3
peseunna,piscine,piscina,https://www.patoisvda.org/asset/0000057006.mp3
peseunna,réservoir,serbatoio,https://www.patoisvda.org/asset/0000057475.mp3
pesse,épicéa,abete,https://www.patoisvda.org/asset/0000057566.mp3
pétchà,péché,peccato,https://www.patoisvda.org/asset/0000056877.mp3
petchoù,petit,piccolo,
petchouda,enfant,bambina,https://www.patoisvda.org/asset/0000055429.mp3
pétsà (pétsé),péché (pécher),peccato (peccare),https://www.patoisvda.org/asset/0000065868.mp3
quemeuna,commune,comune,https://www.patoisvda.org/asset/0000054725.mp3
quése,caisse,cassa,https://www.patoisvda.org/asset/0000054012.mp3
quése,cercueil,bara,https://www.patoisvda.org/asset/0000054331.mp3
queultivà (queultivé),cultivé (cultiver),coltivato (coltivare),https://www.patoisvda.org/asset/0000065604.mp3
queultivé,cultiver,coltivare,https://www.patoisvda.org/asset/0000065602.mp3
queuntal,quintal,quintale,https://www.patoisvda.org/asset/0000057331.mp3
queur,cœur,cuore,https://www.patoisvda.org/asset/0000054711.mp3
queurt,court,corto,https://www.patoisvda.org/asset/0000058196.mp3
queusseun,coussin,cuscino,https://www.patoisvda.org/asset/0000054800.mp3
queusseun,oreiller,guanciale,https://www.patoisvda.org/asset/0000056708.mp3
queuttà (queutté),quitté (quitter),lasciato (lasciare),https://www.patoisvda.org/asset/0000065946.mp3
queutté,quitter,lasciare,https://www.patoisvda.org/asset/0000065944.mp3
queuvva,queue,coda,https://www.patoisvda.org/asset/0000057329.mp3
queverta,couverture,coperta,https://www.patoisvda.org/asset/0000054810.mp3
quezenà (quezené),cuisiné (cuisiner),cucinato (cucinare),https://www.patoisvda.org/asset/0000065601.mp3
quezené,cuisiner,cucinare,https://www.patoisvda.org/asset/0000065599.mp3
quezenì,cuisinier,cuoco,https://www.patoisvda.org/asset/0000054868.mp3
quezeun,cousin,cugino,https://www.patoisvda.org/asset/0000054794.mp3
quezeunna,cuisine,cucina,https://www.patoisvda.org/asset/0000054866.mp3
quezin-a,cousine,cugina,https://www.patoisvda.org/asset/0000054796.mp3
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quemeuna,commune,comune,https://www.patoisvda.org/asset/0000054725.mp3
quése,caisse,cassa,https://www.patoisvda.org/asset/0000054012.mp3
quése,cercueil,bara,https://www.patoisvda.org/asset/0000054331.mp3
queultivà (queultivé),cultivé (cultiver),coltivato (coltivare),https://www.patoisvda.org/asset/0000065604.mp3
queultivé,cultiver,coltivare,https://www.patoisvda.org/asset/0000065602.mp3
queuntal,quintal,quintale,https://www.patoisvda.org/asset/0000057331.mp3
queur,cœur,cuore,https://www.patoisvda.org/asset/0000054711.mp3
queurt,court,corto,https://www.patoisvda.org/asset/0000058196.mp3
queusseun,coussin,cuscino,https://www.patoisvda.org/asset/0000054800.mp3
queusseun,oreiller,guanciale,https://www.patoisvda.org/asset/0000056708.mp3
queuttà (queutté),quitté (quitter),lasciato (lasciare),https://www.patoisvda.org/asset/0000065946.mp3
queutté,quitter,lasciare,https://www.patoisvda.org/asset/0000065944.mp3
queuvva,queue,coda,https://www.patoisvda.org/asset/0000057329.mp3
queverta,couverture,coperta,https://www.patoisvda.org/asset/0000054810.mp3
quezenà (quezené),cuisiné (cuisiner),cucinato (cucinare),https://www.patoisvda.org/asset/0000065601.mp3
quezené,cuisiner,cucinare,https://www.patoisvda.org/asset/0000065599.mp3
quezenì,cuisinier,cuoco,https://www.patoisvda.org/asset/0000054868.mp3
quezeun,cousin,cugino,https://www.patoisvda.org/asset/0000054794.mp3
quezeunna,cuisine,cucina,https://www.patoisvda.org/asset/0000054866.mp3
quezin-a,cousine,cugina,https://www.patoisvda.org/asset/0000054796.mp3
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
quezin-a,,,
radiateur,radiateur,termosifone,https://www.patoisvda.org/asset/0000057345.mp3
radio,radio,radio,https://www.patoisvda.org/asset/0000057347.mp3
radze,rage,rabbia,https://www.patoisvda.org/asset/0000057350.mp3
rajaou,rasoir,rasoio,https://www.patoisvda.org/asset/0000057365.mp3
ranversà (ranversé),renversé (renverser hors de),rovesciato (versare fuori da),https://www.patoisvda.org/asset/0000066004.mp3
ranversé,renverser,rovesciare,https://www.patoisvda.org/asset/0000066002.mp3
rapatsafiaou,ramoneur,spazzacamino,https://www.patoisvda.org/asset/0000057362.mp3
rappelà (se rappelé),rappelé (se rappeler),ricordato (ricordare),https://www.patoisvda.org/asset/0000065958.mp3
rassa,race,razza,https://www.patoisvda.org/asset/0000057339.mp3
rat,souris,topo,https://www.patoisvda.org/asset/0000057706.mp3
raté,râteau,rastrello,https://www.patoisvda.org/asset/0000057371.mp3
ratelà (ratelé),râtelé (râteler),rastrellato (rastrellare),https://www.patoisvda.org/asset/0000065961.mp3
ratelé,râteler,rastrellare,https://www.patoisvda.org/asset/0000065959.mp3
ratte,rat,ratto,https://www.patoisvda.org/asset/0000057368.mp3
razàn,troupeau (de vaches),mandria,https://www.patoisvda.org/asset/0000057884.mp3
rebatta,rebatta,rebatta,https://www.patoisvda.org/asset/0000057376.mp3
réchà,réveillé,sveglio,https://www.patoisvda.org/asset/0000058566.mp3
réchà (réché),réveillé (réveiller),svegliato (svegliare),https://www.patoisvda.org/asset/0000066039.mp3
réché,réveiller,svegliare,https://www.patoisvda.org/asset/0000066037.mp3
réclame,publicité,pubblicità,https://www.patoisvda.org/asset/0000057299.mp3
recognitre,reconnaître,riconoscere,https://www.patoisvda.org/asset/0000065968.mp3
recognù (recognitre),reconnu (reconnaître),riconosciuto (riconoscere),https://www.patoisvda.org/asset/0000065970.mp3
recor,regain,secondo fieno(guaime),https://www.patoisvda.org/asset/0000090280.mp3
recoueillà (recoueillì),recueilli (recueillir),raccolto (raccogliere),https://www.patoisvda.org/asset/0000065973.mp3
recoueillì,recueillir,raccogliere,https://www.patoisvda.org/asset/0000065971.mp3
redreusse,nettoyage,pulizia,https://www.patoisvda.org/asset/0000056510.mp3
refù,refus,rifiuto,https://www.patoisvda.org/asset/0000057386.mp3
regalisse,réglisse,liquirizia,https://www.patoisvda.org/asset/0000057449.mp3
regré,regret,rimpianto,https://www.patoisvda.org/asset/0000057454.mp3
regré,nostalgie,nostalgia,https://www.patoisvda.org/asset/0000056574.mp3
regrettà (regretté),regretté (regretter),rimpianto (rimpiangere),https://www.patoisvda.org/asset/0000065985.mp3
regretté,regretter,rimpiangere,https://www.patoisvda.org/asset/0000065983.mp3
rèi,roi,re,https://www.patoisvda.org/asset/0000057517.mp3
réilla,règle,regola,https://www.patoisvda.org/asset/0000057390.mp3
rèillà (rèillé),réglé (régler),regolato (regolare),https://www.patoisvda.org/asset/0000065982.mp3
rèillé,régler,regolare,https://www.patoisvda.org/asset/0000065980.mp3
reillèn,rouille,ruggine,https://www.patoisvda.org/asset/0000057525.mp3
rèina,reine,regina,https://www.patoisvda.org/asset/0000057459.mp3
rèinar,renard,volpe,https://www.patoisvda.org/asset/0000057471.mp3
rèinoille,grenouille,rana,https://www.patoisvda.org/asset/0000055736.mp3
rèise,racine,radice,https://www.patoisvda.org/asset/0000057342.mp3
rèizón,raison,ragione,https://www.patoisvda.org/asset/0000057360.mp3
rèizonnà (rèizonné),raisonné (raisonner),ragionato (ragionare),https://www.patoisvda.org/asset/0000065952.mp3
rèizonné,raisonner,ragionare,https://www.patoisvda.org/asset/0000065950.mp3
relijón,religion,religione,https://www.patoisvda.org/asset/0000057464.mp3
remarca,remarque,osservazione (nota),https://www.patoisvda.org/asset/0000057467.mp3
remersià (remersié),remercié (remercier),ringraziato (ringraziare),https://www.patoisvda.org/asset/0000065988.mp3
remersié,remercier,ringraziare,https://www.patoisvda.org/asset/0000065986.mp3
rendre,rendre,rendere,https://www.patoisvda.org/asset/0000065995.mp3
rendù (rendre),rendu (rendre),reso (rendere),https://www.patoisvda.org/asset/0000065998.mp3
radiateur,radiateur,termosifone,https://www.patoisvda.org/asset/0000057345.mp3
radio,radio,radio,https://www.patoisvda.org/asset/0000057347.mp3
radze,rage,rabbia,https://www.patoisvda.org/asset/0000057350.mp3
rajaou,rasoir,rasoio,https://www.patoisvda.org/asset/0000057365.mp3
ranversà (ranversé),renversé (renverser hors de),rovesciato (versare fuori da),https://www.patoisvda.org/asset/0000066004.mp3
ranversé,renverser,rovesciare,https://www.patoisvda.org/asset/0000066002.mp3
rapatsafiaou,ramoneur,spazzacamino,https://www.patoisvda.org/asset/0000057362.mp3
rappelà (se rappelé),rappelé (se rappeler),ricordato (ricordare),https://www.patoisvda.org/asset/0000065958.mp3
rassa,race,razza,https://www.patoisvda.org/asset/0000057339.mp3
rat,souris,topo,https://www.patoisvda.org/asset/0000057706.mp3
raté,râteau,rastrello,https://www.patoisvda.org/asset/0000057371.mp3
ratelà (ratelé),râtelé (râteler),rastrellato (rastrellare),https://www.patoisvda.org/asset/0000065961.mp3
ratelé,râteler,rastrellare,https://www.patoisvda.org/asset/0000065959.mp3
ratte,rat,ratto,https://www.patoisvda.org/asset/0000057368.mp3
razàn,troupeau (de vaches),mandria,https://www.patoisvda.org/asset/0000057884.mp3
rebatta,rebatta,rebatta,https://www.patoisvda.org/asset/0000057376.mp3
réchà,réveillé,sveglio,https://www.patoisvda.org/asset/0000058566.mp3
réchà (réché),réveillé (réveiller),svegliato (svegliare),https://www.patoisvda.org/asset/0000066039.mp3
réché,réveiller,svegliare,https://www.patoisvda.org/asset/0000066037.mp3
réclame,publicité,pubblicità,https://www.patoisvda.org/asset/0000057299.mp3
recognitre,reconnaître,riconoscere,https://www.patoisvda.org/asset/0000065968.mp3
recognù (recognitre),reconnu (reconnaître),riconosciuto (riconoscere),https://www.patoisvda.org/asset/0000065970.mp3
recor,regain,secondo fieno(guaime),https://www.patoisvda.org/asset/0000090280.mp3
recoueillà (recoueillì),recueilli (recueillir),raccolto (raccogliere),https://www.patoisvda.org/asset/0000065973.mp3
recoueillì,recueillir,raccogliere,https://www.patoisvda.org/asset/0000065971.mp3
redreusse,nettoyage,pulizia,https://www.patoisvda.org/asset/0000056510.mp3
refù,refus,rifiuto,https://www.patoisvda.org/asset/0000057386.mp3
regalisse,réglisse,liquirizia,https://www.patoisvda.org/asset/0000057449.mp3
regré,regret,rimpianto,https://www.patoisvda.org/asset/0000057454.mp3
regré,nostalgie,nostalgia,https://www.patoisvda.org/asset/0000056574.mp3
regrettà (regretté),regretté (regretter),rimpianto (rimpiangere),https://www.patoisvda.org/asset/0000065985.mp3
regretté,regretter,rimpiangere,https://www.patoisvda.org/asset/0000065983.mp3
rèi,roi,re,https://www.patoisvda.org/asset/0000057517.mp3
réilla,règle,regola,https://www.patoisvda.org/asset/0000057390.mp3
rèillà (rèillé),réglé (régler),regolato (regolare),https://www.patoisvda.org/asset/0000065982.mp3
rèillé,régler,regolare,https://www.patoisvda.org/asset/0000065980.mp3
reillèn,rouille,ruggine,https://www.patoisvda.org/asset/0000057525.mp3
rèina,reine,regina,https://www.patoisvda.org/asset/0000057459.mp3
rèinar,renard,volpe,https://www.patoisvda.org/asset/0000057471.mp3
rèinoille,grenouille,rana,https://www.patoisvda.org/asset/0000055736.mp3
rèise,racine,radice,https://www.patoisvda.org/asset/0000057342.mp3
